Descricao;Preco;;
PEDRA SANITARIA PLUSS SANI FLORAL 35G;1,45;4,00;7898108780244
PEDRA SANITARIA SANI PLUS 25G;2,10;2,00;7896299700225
PEDRA SANITARIA SANI-SOL FLORAL 20G;1,25;12,00;7896965702102
PEDRA SANITARIA SANI-SOL JASMIN 20G;1,25;40,00;7896965702096
PEDRA SANITARIA SANI-SOL LAVANDA 20G;1,25;69,00;7896965703611
PINHO SOL ORIGINAL 1L;7,78;6,00;7891024194607
PINHO SOL ORIGINAL 500ML;4,60;28,00;7891024194102
PRATICE DESENG COZ REFIL 500ML;7,80;1,00;7891022852882
PRATICE DESENG. COZ C/GATILHO 500ML;10,85;1,00;7891022852875
PRATICE DESENG.SQUEEZE COZINHA 500ML;5,70;11,00;7891022101591
PRATICE LIMPA VIDROS 3X1 C/ GATILHO;10,85;3,00;7891022850536
PRATICE LIMPA VIDROS BOM BRIL 500ML;4,45;28,00;7891022850550
PRATICE LIMPA VIDROS BOM BRIL REFIL 4/1 500ML;7,75;1,00;7891022858907
PRATICE LIMPA VIDROS REFIL 3X1 500ML;6,79;2,00;7891022850543
PRATICE LIMPEZA PESADA C/CLORO ATIVO 4EM1  500ML;3,99;9,00;7891022857993
PRATICE LIMPEZA PESADA CLASSICO 500ML;3,80;1,00;7891022848120
PRATICE SQUEEZE C.ATIVO T.LIMO 500ML;6,37;10,00;7891022857986
PRATICE SQUEEZE CLASSICO 500ML;3,66;5,00;7891022848106
PRATICE SQUEEZE MULTIUSO C/ ALCOOL 500ML;3,65;4,00;7891022857979
PRENDEDOR DE ROUPA PLASTICO JUREMA C/12UN;4,60;24,00;7898950777119
PULVERIZADOR C/ GATILHO GUARANY 500ML;5,75;2,00;7891988002635
PULVERIZADOR C/ GATILHO GUARANY 500ML;5,75;2,00;7891988045793
QBOA ALVEJANTE C.ATIVO LAVANDA 1L;3,40;6,00;7896083800346
RODO CONDOR ENXUTO 30CMverificar codigo de barra;11,98;13,00;7898137730548
RODO CONDOR ENXUTO 40CM C/CABO REF 1125;15,80;2,00;7891055112502
RODO CONDOR ENXUTO DUPLO 45CM C/CABO REF 1127;19,85;3,00;7891055128602
SABAO BARRA GIRANDO SOL COCO 400G;2,20;31,00;7896404600310
SABAO BARRA GIRANDO SOL GLICERINA 400G;2,50;22,00;7896404600341
SABAO BARRA VANISH 75G;4,20;26,00;7891035040191
SABAO BARRA VANISH BRANCO 75G;4,20;6,00;7891035040269
SABAO EM PO ARIEL 500G;4,75;2,00;7590002007211
SABAO EM PO BRILHANTE TOQUE DE MACIEZ 1KG;6,99;4,00;7891150023598
SABAO EM PO GIRANDO SOL AZUL 2KG;10,49;12,00;7896404607005
SABAO EM PO GIRANDO SOL AZUL 500G;2,99;40,00;7896404606589
SABAO EM PO GIRANDO SOL AZUL 5KG;27,25;9,00;7896404606886
SABAO EM PO GIRANDO SOL ROSA 1KG;4,95;20,00;7896404606640
SABAO EM PO GIRANDO SOL ROSA 2 KG;10,49;10,00;7896404607012
SABAO EM PO GIRANDO SOL ROSA 5KG;27,25;8,00;7896404606893
SABAO EM PO GIRANDO SOL VERDE 5KG;27,25;3,00;7896404607234
SABAO EM PO TIXAN YPE PRIMAVERA 1KG;6,79;6,00;7896098900710
SACO DE LIXO ECO PLAN REFORÇADO 100L C/5UN;3,55;27,00;7898932833024
SACO DE LIXO ECO PLAN REFORÇADO 50L C/10UN;2,99;12,00;7898932833017
SACO DE LIXO EMBALIXO 100L C/5UN;2,30;21,00;7898226510211
SACO DE LIXO FRILAR 100L C/5UN;3,50;12,00;7890300368503
SACO DE LIXO MEGA MIL 100L;2,55;2,00;7898912231192
SACO DE LIXO MEGA MIL 50L;2,25;9,00;7898912231185
SACO DE LIXO PLUS 100L C/5UN;3,50;28,00;7898924342046
SACO DE LIXO PLUS 50L C/10UN;3,50;25,00;7898924342039
SAPOLIO CREMOSO BOUQUET 300ML;5,56;10,00;7891022849981
SAPOLIO CREMOSO CLASSICO 300ML;5,56;7,00;7891022617009
SAPOLIO CREMOSO CLORO 300ML;5,56;15,00;7891022848045
SAPOLIO CREMOSO PINHO 300ML;5,56;11,00;7891022100150
SAPOLIO PO BOUQUET 300G;3,99;6,00;7891022852684
SAPOLIO PO CLASSICO 300G;3,99;4,00;7891022852707
SAPOLIO PO LIMAO 300G;3,99;1,00;7891022503005
SB DETTOL LILAZ SUAVE 80G;1,99;8,00;7891035012075
VANISH KARPEX PET 500ML;11,15;5,00;7891035200007
VANISH MULTIUSO PET 500ML;7,99;5,00;7891035040009
VANISH MULTIUSO REFIL 500ML;7,46;67,00;7891035041006
VANISH PODER 02 PO 450G;22,35;27,00;7891035040795
VANISH POWER 02 PO 450G 30 SEGUNDOS 100G GRATIS;22,35;3,00;7891035040719
VANISH RESOLV PET 500ML;7,99;3,00;7891035017001
VANISH WHITE PODER O2 PO 450G;22,35;5,00;7891035050602
VEJA DESENG.COZ. L500 PG 400ML;6,45;3,00;7891035800245
VEJA DESENG.COZ. REFIL 500ML;7,99;8,00;7891035215612
VEJA DESENG.COZ. SQUEEZE LIMAO;7,41;9,00;7891035215537
VEJA DESENG.COZ.LARANJA 500ML;5,98;7,00;7891035215902
VEJA DEZENG.COZ. LARANJA+AP 500ML;12,15;1,00;7891035216107
VEJA L.PESADA C. ATIVO X14 500ML;5,69;28,00;7891035250002
VEJA L.PESADA LAV/ALCOOL 500ML;4,75;17,00;7891035215087
VEJA L.PESADA ORIGINAL 500ML;5,69;5,00;7891035215001
VEJA MULTI USO BANHEIRO S/CLORO X-14 L500/P400;7,57;1,00;7891035800221
VEJA MULTI USO FLORAL 500ML;3,99;3,00;7891035209901
VEJA MULTI USO LAV./ ALCOOL 500ML;4,99;44,00;7891035210334
VEJA MULTI USO ORIGINAL L600 PG 500ML;3,99;1,00;7891035210013
VEJA MULTI USO PERF.DO BRASIL 500ML;2,98;11,00;7891035201455
VEJA PERFUMES FLORES 500ML;3,65;25,00;7891035249228
VEJA PERFUMES LAVANDA 500ML;3,65;6,00;7891035249433
VEJA T. LIMO X14 C/CLORO L500 P400;7,94;3,00;7891035800238
VEJA VIDREX L500 PG 400ML;5,15;4,00;7891035800207
VEJA VIDREX PET 500ML;5,79;7,00;7891035228100
VELA PERFUMADA BOM AR;14,80;1,00;7891035919718
MAIONESE ACCERT BISNAGA 180G;2,25;5,00;7896332727011
MAIONESE AUREA 190G;2,55;11,00;7896180781104
MAIONESE AUREA DELIVERY 340G;3,98;7,00;7896180785041
MAIONESE HEINZ  215G;8,20;1,00;7896102584189
MAIONESE HELLMANNS PT 250G;4,40;11,00;7894000050027
MAIONESE HELLMANNS SACHE 1KG;8,98;5,00;7891150029002
MAIONESE HELLMANNS SACHE 200G;3,45;9,00;7894000030470
MAIONESE HELLMANNS SACHE 550G;7,30;71,00;7891150027169
MAIONESE LIZA CASEIRA PT 489G;6,27;1,00;7896036094211
MAIONESE LIZA CASEIRA SACHE 430G;5,68;21,00;7896036094877
MAIONESE ODERICH BISNAGA 170ML;2,95;12,00;7896041190014
MAIONESE ODERICH SACHE 200G;1,36;3,00;7896041190274
MAIONESE ODERICH SACHE LIGHT 200G;1,48;17,00;7896041190410
MAIONESE PATE FUGINI ALHO SACHE 200G;3,45;4,00;7897517205539
MAIONESE PERDIGAO SACHE 200G;1,90;8,00;7891515404635
MAIONESE QUERO SACHE 200G;1,55;30,00;7896102509434
MAIONESE SALADA PT 500G;5,58;6,00;7891080154607
MAIONESE SALADA SACHE 200G;2,65;232,00;7891080154591
MAIONESE SALADA SACHE 500G;5,15;113,00;7891080154584
MAIONESE SOYA LIGHT SACHE 196G;1,75;25,00;7891080147012
MAIONESE SOYA PT 500G;2,90;3,00;7891080803918
MAIONESE SOYA SACHE 200G;1,65;211,00;7891080405099
MAIONESE SOYA SACHE 500G;2,85;27,00;7891080155543
MANTEIGA ELEGE C/SAL 200G;5,75;33,00;7896079530233
DORIANA C/SAL 250G;2,35;11,00;7894904574780
DORIANA C/SAL 500G;3,95;79,00;7894904571956
DORIANA DELETAR C/SAL 500G;3,40;14,00;7894904590933
DORIANA LIGHT C/SAL AZUL 500G;4,20;8,00;7894904571949
DORIANA S/SAL 500G;3,95;86,00;7894904571963
MANTEIGA ELEGE S/SAL 200G;5,75;40,00;7896079502544
MARGARINA BECEL C/SAL 250G;3,40;8,00;7891042091391
MARGARINA BECEL C/SAL 500G;8,55;15,00;7891042091636
MARGARINA CLAYBOM C/SAL 250G;1,98;40,00;7891515901066
MARGARINA CLAYBOM C/SAL 500G 12CX;4,35;42,00;7891515901059
MARGARINA DELICIA CREMOSA C/SAL 500G;3,90;12,00;7891080400087
MARGARINA DELICIA LIGHT 500G;3,95;5,00;7891080400469
MARGARINA DELICIA MILA C/SAL 500G;4,98;9,00;7891080400322
MARGARINA DELICIA SUPREME C/SAL 250G;2,48;14,00;7891080112829
MARGARINA QUALY AERADA 250G;2,80;25,00;7893000081628
MARGARINA QUALY AERADA C/SAL 500G;5,30;18,00;7893000084360
MARGARINA QUALY C/SAL 500G;5,95;126,00;7893000394209
MARGARINA QUALY LIGHT 250G;3,05;7,00;7893000514973
MARGARINA QUALY LIGHT C/SAL 500G;6,25;105,00;7893000502888
MARGARINA QUALY LIGHT S/SAL 500G;5,30;4,00;7893000679030
MARGARINA QUALY S/SAL 500G;5,95;57,00;7893000383005
MARGARINA SOYA C/SAL 250G;1,49;31,00;7891080404863
MARGARINA SOYA C/SAL 500G;2,67;60,00;7891080404870
TAPIOCA PRONTA ZAELI 500G;5,96;5,00;7896183909529
MASSA LASANHA CASAREDO 500G;5,65;36,00;7896408435130
CUP NOODLES NISSIN CARNE 64G;2,97;7,00;7891079008010
CUP NOODLES NISSIN GALINHA CAIPIRA 64G;3,89;26,00;7891079008034
ESPAGUETE NISSIN PCT AMARELO 500G;4,40;18,00;7891079006009
ESPAGUETE NISSIN PCT VERM  500G;4,75;78,00;7891079006016
MASSA CASAREDO CASEIRA C/OVOS 500G;3,98;4,00;7896408432528
MASSA CASAREDO PARAFUSO 500G;2,75;5,00;7896408432214
MASSA CORRIERE CASEIRA 500G;4,95;3,00;7896007460014
MASSA FRITZ & FRIDA CASEIRA 400G;3,25;73,00;7890300423141
MASSA MERTZ CASEIRA 500G;3,49;4,00;7898210380929
MASSA MOSMANN CASEIRA TOPE 400G;5,55;13,00;7896324228441
MASSA MOSMANN CASSEIRA N2 500G;6,15;33,00;7896324206425
MASSA MOSMANN NINHO 500G;3,55;6,00;7896324205213
MASSA MOSMANN PARAFUSO VEGETAIS 500G;4,80;5,00;7896324215106
MASSA NINFA ESPAGUETE 500G;2,55;6,00;7896111419786
MASSA NORDESTE ESPAGUETE 500G;2,65;121,00;7896021821204
MASSA NORDESTE PARAFUSO 500G;2,65;126,00;7896021821167
MASSA NORDESTE PENNE 500G;2,65;80,00;7896021821181
MASSA ORQUIDEA CABELO DE ANJO 500G;3,59;5,00;7896412800566
MASSA PARATI CABELO DE ANJO C/OVOS  500G;4,20;4,00;7896011107042
MASSA PARATI NINHO ESPAGUETE C/OVOS 500G;4,20;7,00;7896011107059
MASSA PARATI PARAFUSO C/OVOS 500G;3,45;11,00;7896011107073
MIOJO CASAREDO CARNE 85G;0,90;16,00;7896408434010
MIOJO CASAREDO GALINHA 85G;0,90;338,00;7896408434027
MIOJO GERMANI GALINHA 60G;0,82;10,00;7898045270761
MIOJO GERMANO CARNE 60G;0,82;5,00;7898045270754
MIOJO MAGGI CARNE 80G;1,10;130,00;7891000812006
MIOJO MAGGI GALINHA 80G;1,10;36,00;7891000812105
MIOJO MAGGI GALINHA CAIPIRA 80G;1,10;268,00;7891000811504
MIOJO NINFA CARNE 85G;0,80;19,00;7896111419885
MIOJO NINFA GALINHA 81G;0,80;48,00;7896111419915
ADAPTADOR CURTO SOLDAVEL 20MM I-410;1,26;5,00;7893006002276
BRACADEIRA MUTHOUSO ROSCA 3/4X5/8 C/2;2,90;3,00;7893006008377
BROXA GRANDE F-180B;7,30;4,00;7893006008292
BROXA MEDIA F-180;4,38;1,00;7893006004386
CADEADO 20MM F-140;11,80;2,00;7893006000609
CADEADO 30MM F-140B;17,15;5,00;7893006000630
CADEADO 35MM F-140C;20,50;7,00;7893006002924
CANETA HIDROCOR TRIS WAVE 12UN;4,45;12,00;7897476618692
ENGATE FLEXIVEL 40CM I-503;4,80;5,00;7893006001798
EXTENSAO FEROS C/ TOMADA TRIPLA 3M;16,80;2,00;7899149815759
FITA ISOLANTE ADELBRAS 19MMX5M UN;2,50;8,00;7896603800931
FITA ISOLANTE MUTHOUSO AMANCO 5M E-049;2,99;10,00;7893006000463
FITA ISOLANTE NORTON 19MMX10MT;3,00;9,00;7895316729355
FITA ISOLANTE NORTON 19MMX5MT;1,50;57,00;7891792994546
GANCHO C/BUCHA C/2UN F119;1,50;4,00;7893006002887
GRAFITE FABER LAPISEIRA MAX RESISTENTE 05MM UN;3,60;14,00;7891360483878
INTERRUPTOR 1T.S. EXT. PEZZI E001.1;6,95;6,00;7893006008506
JOELHO MUTHOUSO AZUL 1/2C/BUCHA LATAO I-460;5,99;1,00;7893006006847
LINHA NYLON 1,60MM 10M A-431;6,18;25,00;7893006002160
LUVA MUTHOUSO C/BUCHA LATAO 25X1/2 I461B;5,70;2,00;7893006008599
LUVA MUTHOUSO SOLDAVEL 20MM I-408;0,85;21,00;7893006002085
LUVA MUTHOUSO SOLDAVEL 25MM;1,25;4,00;7893006002245
MANGUEIRA P/GAS MUTHOUSO 120CM C/2BRAÇAD. F-142B;10,15;2,00;7893006006700
NIPEL 1/2 I-416;1,19;8,00;7893006002368
PINCEL MUTHOUSO 1 1/2  F153;2,25;3,00;7893006003839
PINCEL MUTHOUSO 1 F-152;2,65;14,00;7893006001071
PINCEL MUTHOUSO 2 1/2  F155;5,65;14,00;7893006003846
PINCEL MUTHOUSO 2 F-154;3,78;10,00;7893006001095
PINCEL MUTHOUSO 3/4  F151;1,99;2,00;7893006003822
PINO 3 SAIDAS 2P+T E016D;7,25;9,00;7893006008483
PINO 3 SAIDAS MUTHOUSO E-016;6,30;5,00;7893006000166
PINO MACHO CORPO CHATO  E-017;4,65;12,00;7893006000173
PINO MUTHOUSO ADAPTADOR 2P+T 10A E016C;6,76;7,00;7893006008926
PINO MUTHOUSO FEMEA 2P+T E-012C;4,60;4,00;7893006000128
PINO MUTHOUSO REFORÇADO FEMEA E-017A;5,50;11,00;7893006000180
REGISTRO MAQUINA LAVAR 1/2 I-404;9,50;3,00;7893006007387
REGISTRO SOLDAVEL 20MM 1/2  I404CC;9,35;5,00;7893006000876
REGULADOR DE GAS IMAR;17,85;6,00;7898276630075
REGULADOR P/GAS C/MANGUEIRA F-141B;23,95;2,00;7898028620019
RESISTENCIA CORONA SIMILAR UN;8,75;3,00;7893006006526
RESISTENCIA LORENZETTI ORIGINAL;18,50;4,00;7896451800497
RESISTENCIA LUSTER P/DUCHA 220V;3,40;1,00;7898018513222
ROLINHO DE ESPUMA ROMA C/CABO 5CM F-170;3,05;3,00;7891595000116
SACAROLHA CABO PLASTICO A-226;3,80;2,00;7893006001552
SERRA FERRO LAMINA UN A-362;3,95;2,00;7893006001712
SIFAO SANFONADO GERPLAST MULTIUSO 72CM;6,70;4,00;7898525741156
SOQUETE FIXO RADIAL  E-004;4,15;12,00;7893006000043
SOQUETE P/PINO ADAPTADOR  E- 005A;4,35;8,00;7893006005277
SOQUETE PENDENTE E005;3,30;2,00;7893006000050
TAMPAO MUTHOUSO C/ ROSCA 1/2 I-417;1,10;8,00;7893006002375
TAMPAO MUTHOUSO SOLDAVEL 1/2 I-409;1,05;10,00;7893006002252
TAMPAO SOLDAVEL 25MM I-409A;1,35;2,00;7893006002269
TAMPINHA P/ PIA I-405;1,80;7,00;7893006000715
TE SOLDAVEL 20MM I-407;1,40;10,00;7893006002078
TOMADA MUTHOUSO EXTERNA REDON.E011;6,30;3,00;7893006000111
TOMADA MUTHOUSO EXTERNA RETAN.E011A;6,90;3,00;7893006002221
TORNEIRA MUTHOUSO JARDIM 1/2  I-401;3,25;45,00;7893006000883
TORNEIRA MUTHOUSO LAVATORIO 1/2 I404B;12,50;3,00;7893006000944
TORNEIRA PIA 15CM 1/2 I-404;4,30;13,00;7893006000920
APONTADOR FABER CASTEL C/DEPOSITO;3,25;16,00;7891360542322
APONTADOR TRIS C/DEPOSITO SU063;1,99;14,00;7897476620428
BORRACHA MERCUR 20;0,90;28,00;7896342902200
BORRACHA MERCUR RECORD 40 UN;0,70;77,00;7896342902217
CADERNETA DE BOLSO PANAMERICANA 40F 100X70MM;3,00;16,00;7898285031320
CADERNO BROCHURA  WINNER PET 96F 1MAT;7,90;4,00;7894494554001
CADERNO BROCHURA FORONI VERDE 48F;2,98;10,00;7899264353051
CADERNO BROCHURA STIFF AZUL 48F;2,35;18,00;7894494000485
CADERNO BROCHURA STIFF VERMELHO 48F;2,35;17,00;7894494000515
CADERNO CD JANDAIA  BRASILIDADE 10 MAT 200F;11,50;14,00;7894494081446
CADERNO CD JANDAIA WINNER COUTRY 96F;9,80;4,00;7894494630095
CADERNO ESP CD BRASILIDADE JANDAIA  1/4 96F;4,90;5,00;7894494423871
CADERNO ESP CD DARK VAMPY 1MAT 96F;11,95;2,00;7891253261392
CADERNO ESP CD G.FASHION 10MT 200F;9,50;7,00;7897562227470
CADERNO ESP CD HAPPY 96F;3,90;4,00;7891253207376
CADERNO ESP CF HAPPY 96F;2,25;10,00;7891253202913
CADERNO JANDAIA BRASILIDADE PEQ 96F;2,80;8,00;7894494081125
CADERNO JANDAIA C.DURA  PET 1 MAT 96F;6,10;2,00;7894494554018
CADERNO JANDAIA C.DURA BRASILIDADE 1MAT 96F;6,30;4,00;7894494081361
CADERNO JANDAIA C.DURA PET 10 MAT 200F;12,15;7,00;7894494554025
CADERNO JANDAIA CD ESPIRAL FLORA 200F;12,40;2,00;7894494599606
CADERNO JANDAIA GIRLS PEQ 96F;4,90;7,00;7894494575419
CALCULADORA  DE MESA 12 DIGITOS;15,41;1,00;125
CANETA BIC PRETA;1,00;89,00;12
CANETA BIC SHIMMERS 4 CORES;5,50;3,00;070330152168
CANETA BIC VERMELHA;1,00;49,00;13
CANETA COMPACTOR NEO PEN MIRIM C/12UN;7,20;4,00;7896572010089
CANETA HIDROCOR PLUS LEO LEO C/6UN;4,80;3,00;7897256246947
CANETA MOLIN BOSS AZUL 0.5;2,03;4,00;7898538290016
CHAMEQUINHO FOLHAS DE OFÍCIO 100UN;4,29;9,00;7891173021793
CLIPS BACCHI 6/0 50UN;0,20;50,00;7897849608091
COLA ESCOLAR LAOBAN BASTAO 9G;1,05;6,00;7897562235550
COLA ESCOLAR MERCUR 40G;1,35;17,00;7896342450008
COLA ESCOLAR MERCUR BRANCA 90G;2,65;5,00;7896342460014
COLA ESCOLAR TENAZ PRITT 110G;4,55;10,00;7891200009121
COLA ESCOLAR TENAZ PRITT 35G;1,75;4,00;78903166
COLA ESCOLAR TENAZ PRITT LAVAVEL 35G;2,45;13,00;78910645
ENVELOPE FORONI LARANJA UN;0,65;100,00;7896212695171
FITA DUREX 3M 12MM X 10M;1,00;56,00;78930483
FITA DUREX ADELBRAS12MM X 30M;1,00;10,00;7896603803611
GIZ DE CERA LEO&LEO C/12UN;4,20;4,00;7897256245049
GRAFITE FABER LAPISEIRAS 14T. 24G. 0.7;3,60;12,00;7891360483908
LAPIS DE COR KIT FABER CASTELL+LAP CAN  BOR APON;13,90;21,00;7891360615927
LAPISEIRA CLASSE EMBORRACHADA 0,5 ANO32-05;2,50;12,00;7890000123051
LAPISEIRA FABER CASTELL POLY 0,5M 1UN;1,95;19,00;7891360582083
LAPISEIRA FABER CASTELL POLY 0,7M 1UN;1,95;19,00;7891360582045
REGUA ESCOLAR CRISTAL 30CM;0,80;21,00;7896644718127
REGUA ESCOLAR WALEU NEW LINE 30CM UN;2,00;10,00;7897294401636
TALAO PEDIDO COMERCIAL 50F;1,70;14,00;7894494464362
TESOURA TRIS CLUB 36UN;1,99;31,00;7897476650487
BAND AID TRANSPARENTES C/10UN;4,00;81,00;7891010504779
MEIA CALÇA TRIFIL EUROPEU T.UNICO PRETA;8,95;12,00;7891213207194
MEIA CALÇA TRIFIL FIO 15 NATURAL G;11,70;5,00;7891213213713
MEIA CALÇA TRIFIL FIO 20 NATURAL G;9,25;30,00;7891213207118
MEIA CALÇA TRIFIL FIO 20 NATURAL UNICO;9,25;17,00;7891213207293
MEIA CALÇA TRIFIL FIO 40 PRETA EG;19,60;2,00;7891213291513
MEIA CALCA TRIFIL FIO 40 PRETA G;17,60;2,00;7891213211023
MEIA CALÇA TRIFIL FIO 70 PRETA  EG;19,60;2,00;7895510413340
MEIA CALÇA TRIFIL FIO 70 PRETA M;19,60;2,00;7895510022535
MEIA MASC TRIFIL SOCIAL MICROFIBRA CAQUI;8,25;3,00;7895510481936
MEIA MASC TRIFIL SOCIAL MICROFIBRA PRETO;8,25;3,00;7895510481912
MEIA SELENE 3/4 FIO 15 NATURAL UNICO;4,90;6,00;7891290272788
MEIA TRIFIL 3/4 FIO 20 NATURAL UNICO;4,50;60,00;7891213205237
MEIA TRIFIL 3/4 FIO 20 PRETO UNICO;4,10;12,00;7891213205176
FILME PVC ORLEPLAST 30X10X1.000M;65,65;1,00;7897257113187
CATCHUP ETTI TRADICIONAL 200G;3,79;20,00;7891300909352
CATCHUP LORENZ 200G;1,98;11,00;7891568726326
CATCHUP ODERICH 200G;2,97;24,00;7896041172508
CATCHUP SULSABOR DELLETAR 200G;2,10;12,00;7891031410028
EXTRATO DE TOMATE CAJAMAR LT 350G;2,61;37,00;7891300902124
EXTRATO DE TOMATE CAJAMAR LT140G;1,65;52,00;7891300902056
EXTRATO DE TOMATE ELEFANTE LT 340G;3,95;23,00;7896036094983
EXTRATO DE TOMATE FUGINI SACHE 190G;1,69;93,00;7897517206338
EXTRATO DE TOMATE FUGINI SACHE 340G;2,39;41,00;7897517206284
EXTRATO DE TOMATE SALSARETTI LT CONCENTRADO 330G;3,85;8,00;7891080149290
EXTRATO DE TOMATE TARANTELLA SACHE 300G;3,15;10,00;7896036095652
fritz deletar;2,75;19,00;7898903278557
KETCHUP AUREA TRAD.220G;2,20;11,00;7896180781111
KETCHUP AUREA TRAD.390G;3,69;14,00;7896180782682
KETCHUP FUGINI ORIGINAL C/BICO 340G;3,99;1,00;7897517207359
MOLHO BRANCO ELEGE 200G;3,97;4,00;7896079513915
MOLHO BRANCO FUGINI 260G;5,75;2,00;7897517206727
MOLHO BRANCO PREDILECTA 240G;3,98;13,00;7896292309517
MOLHO BRANCO STELLA D,ORO 240G;3,99;1,00;7898902299669
MOLHO DE ALHO 150ML;2,10;15,00;7896180783214
MOLHO DE ALHO C/PIMENTA SULSABOR 150ML;2,10;6,00;7898903278052
MOLHO DE ALHO KITANO 150ML;2,99;2,00;7891095155590
MOLHO DE ALHO KITANO 900ML;8,75;2,00;7891095159390
MOLHO DE ALHO SABOR DA SERRA 150 ML;2,25;2,00;7896581601186
MOLHO DE PIMENTA SULSABOR 150ML;2,10;3,00;7898903278274
MOLHO DE TOMATE BONARE SACHE C/MANJERICAO 340G;1,98;4,00;7898905153678
MOLHO DE TOMATE BONARE SACHE PIZZA 340G;1,98;12,00;7898905153685
MOLHO DE TOMATE CAJAMAR TRAD 340G;1,48;78,00;7891080146893
MOLHO DE TOMATE FUGINI TRAD SACHE 340G;1,85;130,00;7897517206086
MOLHO DE TOMATE PREDILECTA PIZZA 340G;1,99;5,00;7896292304222
MOLHO DE TOMATE QUERO LIGHT SACHE 340G;1,98;3,00;7896102507997
MOLHO DE TOMATE STELLA D´ORO HOT DOG 340G;3,10;2,00;7898902299447
MOLHO DE TOMATE TRADICIONAL QUERO SACHE 340G;1,68;25,00;7896102509410
MOLHO HOT DOG BONARE SACHE 340G;1,98;48,00;7898905153708
MOLHO INGLES SULSABOR 150ML;2,10;3,00;7898903278335
MOLHO PIZZA FUGINI 340G;2,66;3,00;7897517206130
MOLHO PIZZA ODERICH 340G;1,98;32,00;7896041162509
MOLHO PIZZA QUERO SACHE 340G;2,05;15,00;7896102507188
MOLHO QUERO BOLONHESA SACHE 340G;2,57;1,00;7896102502299
MOLHO SALSARETTI BOLONHESA 340G;3,88;44,00;7891300908683
MOLHO SALSARETTI ESPECIALIDADES 340G;2,65;1,00;7891080147135
MOLHO SALSARETTI HOT DOG 340G;3,49;15,00;7891080147258
MOLHO SALSARETTI MANJERICAO 340G;2,65;4,00;7891300085599
MOLHO SALSARETTI SUGO 340G;2,65;1,00;7891300908690
MOLHO SALSARETTI TRADICIONAL 340G;2,85;7,00;7891300908676
MOLHO SHOYU KITANO 150ML;3,15;8,00;7891095150144
MOLHO SHOYU SULSABOR 140ML;2,10;4,00;7898903278328
MOLHO SHOYU ZAELI TRADICIONAL 150ML;3,81;4,00;7896183904258
MOSTARDA AUREA 200G;2,75;4,00;7896180781098
MOSTARDA FRITZ & FRIDA 190G;2,69;9,00;7890300078969
MOSTARDA LORENZ 200G;1,98;6,00;7891568722007
MOSTARDA ODERICH 190G;2,97;15,00;7896041172706
MOSTARDA SULSABOR 200G;2,05;3,00;7898903278540
NATA BAKY 300G;4,75;329,00;7898042790200
NATA DALIA 300G;5,25;37,00;7327830924904
NATA DALIA 300G DELETAR  OU LIGHT;2,98;33,00;7327830933050
NATA DALIA KG;8,80;63,14;000059
NATA DALIA LIGHT 300G;3,45;38,00;7327830933128
NATA ELEGE 300G;5,78;240,00;7891515937010
NATA ELEGE BALDE KG;11,57;11,63;000107
NATA LANGUIRU 300G;5,35;493,00;7896648650683
NATA LANGUIRU BALDE KG (3,5);49,90;80,31;000118
NATA SANTA CLARA 200G;3,29;14,00;7896504300103
NATA SANTA CLARA BALDE;9,80;3,50;000108
NATA SANTA CLARA LIGHT 200G;3,80;33,00;7896504300141
AZEITE DE OLIVA GALLO 200ML;11,75;4,00;5601252231058
OLEO DE CANOLA SALADA 900ML;7,95;14,00;7891107111927
OLEO DE GIRASOL SALADA 900ML;6,95;12,00;7891107111910
OLEO DE MILHO SALADA 900ML;6,95;3,00;7891107111934
OLEO DE MILHO SINHA 900 ML;4,91;7,00;7892300030015
OVOS DE CODORNA DELETAR;0,00;12,00;7898254750450
BRILHO FESTPAN MORANDO BALDE 4,5KG;30,00;1,00;7898264518002
BRILHO FESTPAN NEUTRO BALDE 4,5KG;60,45;3,00;7898264518033
CREME CONFEITEIRO BAUNILHA 1KG;7,90;2,00;7891080122507
LUVA CONFEITARIA FORNO & FOGAO;23,26;1,00;81
PAO NUTRELLA GRAOS & CASTANHAS 500G;6,95;1,00;7896209401181
PAO PULLMAN XL TRAD.740G;4,59;52,00;7896002300643
BISNAGUINHA FARIAS 300G;2,89;85,00;7897163500187
PAO FARIAS CENTEIO 400G;4,29;34,00;7897163500101
PAO FARIAS DE FORMA 500G;3,19;579,00;7897163500149
PAO FARIAS INTEGRAL 9 GRAOS 400G;4,29;76,00;7897163500170
PAO FARIAS INTEGRAL LINHO 400G;4,29;12,00;7897163500156
PAO FARIAS INTEGRAL PRETO 400G;4,29;49,00;7897163500163
PAO NUTRELLA FORMA C/GERGILIN 500G;4,70;2,00;7896002301084
PAO NUTRELLA FORMA CLASSICO 450G;3,99;47,00;7896209401617
PAO NUTRELLA MULTIGRAOS 350G;5,29;33,13;7896209401624
PAO NUTRELLA PRETO 350G;5,29;15,00;7896209401631
PAO NUTRELLA ZERO PULLMAN 500G;4,75;2,00;7896002301244
PAO NUTRELLINHA 300G;4,29;8,00;7896209401600
PAO PULLMAN INTEGRAL 550G;5,10;11,00;7896002300148
PAO PULLMAN TRADICIONAL 500G;3,99;4,00;7896002360326
TORRADA ISABELA MULTIGRAOS 160G;3,15;11,00;7896022075705
